transaction_id,payment_date,customer_id,price,detail_id,item_id,quantity,item_name,item_price,customer_name,registration_date,email,gender,age,birth,pref
T0000000051,2024-03-13 07:07:04,Qc######,360000.0,4843.0,S003,3.0,PC-C,120000.0,遠藤 陽一,2023-09-24 22:37:36,nanamitakahashi@hotmail.com,F,33,1944/05/26,石川県
T0000000051,2024-03-13 07:07:04,Qc######,210000.0,6757.0,S005,1.0,PC-E,210000.0,遠藤 陽一,2023-09-24 22:37:36,nanamitakahashi@hotmail.com,F,33,1944/05/26,石川県
T0000000051,2024-03-13 07:07:04,Qc######,420000.0,7123.0,S005,2.0,PC-E,210000.0,遠藤 陽一,2023-09-24 22:37:36,nanamitakahashi@hotmail.com,F,33,1944/05/26,石川県
T0000000052,2024-07-31 09:12:02,Em######,0.0,,,0.0,,0.0,山口 真綾,2024-06-08 08:06:11,mai38@gmail.com,M,52,1950/10/03,新潟県
T0000000053,2024-06-05 06:51:07,qY######,50000.0,6104.0,S001,1.0,PC-A,50000.0,佐々木 修平,2023-03-15 08:52:34,tsubasayamazaki@sato.jp,F,27,1980/12/18,千葉県
T0000000054,2024-05-26 17:25:35,aT######,0.0,,,0.0,,0.0,加藤 さゆり,2023-10-04 03:49:35,kenichi54@gmail.com,M,77,1962/06/14,大阪府
T0000000055,2024-12-21 05:17:46,rc######,85000.0,3668.0,S002,1.0,PC-B,85000.0,佐藤 香織,2022-10-03 04:35:51,fabe@ikeda.com,M,79,1958/06/03,長野県
T0000000056,2025-01-06 00:10:34,CQ######,240000.0,3504.0,S003,2.0,PC-C,120000.0,中村 くみ子,2023-03-19 13:32:30,mituruyamada@hayashi.net,M,35,1949/09/14,石川県
T0000000057,2024-07-02 23:09:25,OZ######,420000.0,2209.0,S005,2.0,PC-E,210000.0,阿部 拓真,2022-09-15 03:33:20,kyosukeyamada@yamada.com,M,32,2003/01/19,大分県
T0000000058,2025-02-23 01:59:14,Dr######,100000.0,2724.0,S001,2.0,PC-A,50000.0,鈴木 康弘,2023-03-30 09:51:56,psuzuki@gmail.com,M,28,2005/10/15,福岡県
T0000000058,2025-02-23 01:59:14,Dr######,50000.0,6206.0,S001,1.0,PC-A,50000.0,鈴木 康弘,2023-03-30 09:51:56,psuzuki@gmail.com,M,28,2005/10/15,福岡県
T0000000059,2024-09-15 06:10:05,HA######,0.0,,,0.0,,0.0,佐々木 結衣,2022-09-09 10:38:38,ishikawarika@sasaki.com,F,34,1962/04/18,徳島県
T0000000060,2024-05-09 14:33:24,os######,120000.0,516.0,S003,1.0,PC-C,120000.0,田中 舞,2024-12-20 19:44:03,qmori@ikeda.jp,M,43,1968/02/11,千葉県
T0000000060,2024-05-09 14:33:24,os######,340000.0,4134.0,S002,4.0,PC-B,85000.0,田中 舞,2024-12-20 19:44:03,qmori@ikeda.jp,M,43,1968/02/11,千葉県
T0000000060,2024-05-09 14:33:24,os######,180000.0,5870.0,S004,1.0,PC-D,180000.0,田中 舞,2024-12-20 19:44:03,qmori@ikeda.jp,M,43,1968/02/11,千葉県
T0000000061,2024-08-18 15:51:13,HL######,0.0,,,0.0,,0.0,加藤 康弘,2024-09-18 06:00:16,tsubasa89@mori.com,F,31,1948/03/23,奈良県
T0000000062,2024-07-03 10:41:30,bF######,0.0,,,0.0,,0.0,加藤 直樹,2023-04-25 11:16:40,tsubasahasegawa@hotmail.com,F,76,1967/07/19,大阪府
T0000000063,2024-05-29 17:53:44,QJ######,0.0,,,0.0,,0.0,佐々木 さゆり,2024-07-18 14:40:08,fukudaryosuke@hotmail.com,M,78,1994/04/30,熊本県
T0000000064,2024-06-13 08:20:28,ZG######,240000.0,3035.0,S003,2.0,PC-C,120000.0,鈴木 智也,2023-04-14 11:51:28,xhayashi@sato.jp,F,72,1996/04/05,栃木県
T0000000065,2024-09-27 02:10:59,sP######,150000.0,1625.0,S001,3.0,PC-A,50000.0,鈴木 花子,2023-09-29 03:49:01,inouekumiko@sato.com,F,43,1977/05/12,愛知県
T0000000065,2024-09-27 02:10:59,sP######,210000.0,6016.0,S005,1.0,PC-E,210000.0,鈴木 花子,2023-09-29 03:49:01,inouekumiko@sato.com,F,43,1977/05/12,愛知県
T0000000066,2024-10-01 03:46:39,Hm######,100000.0,115.0,S001,2.0,PC-A,50000.0,佐藤 美加子,2024-04-23 22:45:33,akemikondo@kondo.jp,M,52,1967/07/01,茨城県
T0000000066,2024-10-01 03:46:39,Hm######,255000.0,1940.0,S002,3.0,PC-B,85000.0,佐藤 美加子,2024-04-23 22:45:33,akemikondo@kondo.jp,M,52,1967/07/01,茨城県
T0000000066,2024-10-01 03:46:39,Hm######,180000.0,4966.0,S004,1.0,PC-D,180000.0,佐藤 美加子,2024-04-23 22:45:33,akemikondo@kondo.jp,M,52,1967/07/01,茨城県
T0000000067,2024-08-02 12:09:15,in######,150000.0,768.0,S001,3.0,PC-A,50000.0,池田 拓真,2024-02-17 10:11:52,takahashikaori@gmail.com,F,68,1962/04/21,東京都
T0000000068,2024-05-18 18:42:57,ED######,200000.0,6679.0,S001,4.0,PC-A,50000.0,松田 京助,2025-01-31 08:40:51,harukaokamoto@matsumoto.com,M,60,1968/03/31,埼玉県
T0000000069,2025-01-19 03:48:02,OM######,240000.0,951.0,S003,2.0,PC-C,120000.0,吉田 稔,2024-10-22 21:34:06,asukafujita@shimizu.com,M,53,1963/02/02,秋田県
T0000000069,2025-01-19 03:48:02,OM######,360000.0,5486.0,S003,3.0,PC-C,120000.0,吉田 稔,2024-10-22 21:34:06,asukafujita@shimizu.com,M,53,1963/02/02,秋田県
T0000000070,2024-06-21 02:04:42,vW######,0.0,,,0.0,,0.0,加藤 修平,2025-01-28 13:36:07,chiyomatsumoto@yamaguchi.com,F,59,1977/07/31,福岡県
T0000000071,2024-07-28 14:24:10,rL######,200000.0,4774.0,S001,4.0,PC-A,50000.0,斎藤 あすか,2024-09-27 17:00:07,bishii@gmail.com,F,34,1953/05/13,高知県
T0000000071,2024-07-28 14:24:10,rL######,240000.0,6357.0,S003,2.0,PC-C,120000.0,斎藤 あすか,2024-09-27 17:00:07,bishii@gmail.com,F,34,1953/05/13,高知県
T0000000072,2024-12-23 15:00:08,VX######,150000.0,131.0,S001,3.0,PC-A,50000.0,鈴木 七夏,2024-08-13 22:54:08,knishimura@gmail.com,M,48,1957/01/10,神奈川県
T0000000073,2024-08-25 14:31:57,cV######,360000.0,5971.0,S003,3.0,PC-C,120000.0,橋本 康弘,2024-12-09 08:07:52,maayaito@hotmail.com,F,74,1957/06/15,熊本県
T0000000073,2024-08-25 14:31:57,cV######,50000.0,5986.0,S001,1.0,PC-A,50000.0,橋本 康弘,2024-12-09 08:07:52,maayaito@hotmail.com,F,74,1957/06/15,熊本県
T0000000074,2024-05-05 20:26:53,QJ######,630000.0,2141.0,S005,3.0,PC-E,210000.0,佐々木 さゆり,2024-07-18 14:40:08,fukudaryosuke@hotmail.com,M,78,1994/04/30,熊本県
T0000000074,2024-05-05 20:26:53,QJ######,360000.0,2753.0,S004,2.0,PC-D,180000.0,佐々木 さゆり,2024-07-18 14:40:08,fukudaryosuke@hotmail.com,M,78,1994/04/30,熊本県
T0000000075,2024-05-05 20:12:22,Wm######,120000.0,2452.0,S003,1.0,PC-C,120000.0,橋本 里佳,2025-01-25 09:34:52,osamu65@yahoo.com,M,70,1969/11/22,栃木県
T0000000076,2024-03-12 08:54:59,TH######,840000.0,4037.0,S005,4.0,PC-E,210000.0,伊藤 香織,2024-05-13 03:53:13,maayahayashi@sato.com,M,38,1966/09/07,福岡県
T0000000076,2024-03-12 08:54:59,TH######,100000.0,6625.0,S001,2.0,PC-A,50000.0,伊藤 香織,2024-05-13 03:53:13,maayahayashi@sato.com,M,38,1966/09/07,福岡県
T0000000077,2024-03-11 04:49:39,uO######,120000.0,806.0,S003,1.0,PC-C,120000.0,佐藤 さゆり,2023-08-30 00:13:46,vendo@saito.com,F,47,1988/07/26,兵庫県
T0000000078,2024-12-22 17:12:56,br######,120000.0,2354.0,S003,1.0,PC-C,120000.0,清水 知実,2024-04-08 11:13:25,yoshidanaoto@nakagawa.org,F,72,1991/07/10,佐賀県
T0000000079,2024-04-14 12:09:34,bP######,0.0,,,0.0,,0.0,岡田 直樹,2023-11-14 22:38:12,lfujiwara@sato.org,M,54,1962/01/20,山形県
T0000000080,2024-09-25 14:19:37,kY######,240000.0,4749.0,S003,2.0,PC-C,120000.0,中川 修平,2024-06-11 09:04:13,satoyui@gmail.com,M,19,1996/02/29,栃木県
T0000000080,2024-09-25 14:19:37,kY######,720000.0,5696.0,S004,4.0,PC-D,180000.0,中川 修平,2024-06-11 09:04:13,satoyui@gmail.com,M,19,1996/02/29,栃木県
T0000000081,2024-07-12 05:12:21,TB######,840000.0,1727.0,S005,4.0,PC-E,210000.0,福田 直樹,2022-09-23 11:53:02,afujita@ishikawa.com,M,39,2001/09/25,大分県
T0000000081,2024-07-12 05:12:21,TB######,85000.0,5882.0,S002,1.0,PC-B,85000.0,福田 直樹,2022-09-23 11:53:02,afujita@ishikawa.com,M,39,2001/09/25,大分県
T0000000081,2024-07-12 05:12:21,TB######,840000.0,6578.0,S005,4.0,PC-E,210000.0,福田 直樹,2022-09-23 11:53:02,afujita@ishikawa.com,M,39,2001/09/25,大分県
T0000000082,2024-10-23 06:02:25,Im######,360000.0,468.0,S003,3.0,PC-C,120000.0,小川 舞,2024-11-04 04:52:06,kazuya91@yahoo.com,M,19,2005/12/31,岩手県
T0000000083,2025-02-23 09:37:23,GM######,0.0,,,0.0,,0.0,石川 結衣,2023-03-12 05:34:29,yuinakajima@ogawa.com,M,45,1950/08/13,奈良県
T0000000084,2024-06-08 13:12:45,Gu######,210000.0,1307.0,S005,1.0,PC-E,210000.0,佐藤 亮介,2024-03-27 00:09:45,chiyo37@yamamoto.com,M,31,1981/04/15,奈良県
T0000000085,2024-04-25 03:11:12,Dx######,0.0,,,0.0,,0.0,佐藤 舞,2022-09-17 16:46:28,dsato@shimizu.jp,F,56,1979/11/10,熊本県
T0000000086,2024-12-17 00:01:24,qG######,630000.0,1728.0,S005,3.0,PC-E,210000.0,林 美加子,2024-10-06 01:05:10,naoko80@hotmail.com,M,54,1958/02/28,静岡県
T0000000087,2024-11-27 15:15:59,GM######,210000.0,1521.0,S005,1.0,PC-E,210000.0,石川 結衣,2023-03-12 05:34:29,yuinakajima@ogawa.com,M,45,1950/08/13,奈良県
T0000000088,2024-06-19 05:07:13,ZI######,0.0,,,0.0,,0.0,山下 美加子,2023-11-01 12:30:09,mito@hotmail.com,M,31,1955/12/11,山口県
T0000000089,2025-01-15 14:42:18,ab######,480000.0,3093.0,S003,4.0,PC-C,120000.0,佐藤 くみ子,2023-06-18 01:49:36,yoshidayumiko@hotmail.com,F,29,1958/12/31,山形県
T0000000089,2025-01-15 14:42:18,ab######,200000.0,6888.0,S001,4.0,PC-A,50000.0,佐藤 くみ子,2023-06-18 01:49:36,yoshidayumiko@hotmail.com,F,29,1958/12/31,山形県
T0000000090,2025-03-01 18:36:36,fv######,255000.0,4567.0,S002,3.0,PC-B,85000.0,山本 明美,2024-09-25 05:16:01,usaito@hotmail.com,F,32,1986/02/17,岐阜県
T0000000091,2024-10-01 00:51:45,Qm######,840000.0,1340.0,S005,4.0,PC-E,210000.0,石井 加奈,2025-01-30 09:45:49,msato@nakamura.com,M,76,1978/01/27,神奈川県
T0000000091,2024-10-01 00:51:45,Qm######,630000.0,3419.0,S005,3.0,PC-E,210000.0,石井 加奈,2025-01-30 09:45:49,msato@nakamura.com,M,76,1978/01/27,神奈川県
T0000000091,2024-10-01 00:51:45,Qm######,240000.0,4358.0,S003,2.0,PC-C,120000.0,石井 加奈,2025-01-30 09:45:49,msato@nakamura.com,M,76,1978/01/27,神奈川県
T0000000091,2024-10-01 00:51:45,Qm######,340000.0,6464.0,S002,4.0,PC-B,85000.0,石井 加奈,2025-01-30 09:45:49,msato@nakamura.com,M,76,1978/01/27,神奈川県
T0000000092,2024-03-31 18:43:21,Em######,150000.0,6754.0,S001,3.0,PC-A,50000.0,山口 真綾,2024-06-08 08:06:11,mai38@gmail.com,M,52,1950/10/03,新潟県
T0000000093,2024-10-20 05:05:17,YY######,100000.0,4024.0,S001,2.0,PC-A,50000.0,鈴木 翔太,2024-02-11 22:48:27,jkato@tanaka.jp,M,19,1949/04/03,秋田県
T0000000094,2025-02-03 13:09:51,EE######,0.0,,,0.0,,0.0,田中 七夏,2023-11-05 15:58:17,vkato@yamashita.com,F,53,1951/01/06,和歌山県
T0000000095,2024-07-23 22:37:17,Ry######,360000.0,6863.0,S004,2.0,PC-D,180000.0,加藤 美加子,2023-06-03 01:54:16,tsubasasuzuki@hotmail.com,M,20,1958/07/11,青森県
T0000000096,2024-05-31 08:42:56,RP######,85000.0,5123.0,S002,1.0,PC-B,85000.0,斎藤 直子,2023-05-31 23:07:43,maaya52@gmail.com,M,53,1979/03/31,三重県
T0000000097,2024-05-31 21:22:47,hh######,840000.0,6897.0,S005,4.0,PC-E,210000.0,伊藤 翔太,2023-02-24 07:56:45,watanabekaori@yahoo.com,F,76,1963/05/07,京都府
T0000000098,2024-11-04 15:50:31,Or######,180000.0,1136.0,S004,1.0,PC-D,180000.0,中島 浩,2023-02-05 03:09:57,momokomori@yahoo.com,M,62,1947/09/07,長崎県
T0000000098,2024-11-04 15:50:31,Or######,200000.0,3142.0,S001,4.0,PC-A,50000.0,中島 浩,2023-02-05 03:09:57,momokomori@yahoo.com,M,62,1947/09/07,長崎県
T0000000099,2024-09-20 12:34:35,ZO######,0.0,,,0.0,,0.0,伊藤 充,2023-09-25 17:43:36,nakajimayui@sato.jp,M,26,1975/09/26,鳥取県
T0000000100,2024-06-13 05:43:29,My######,150000.0,2083.0,S001,3.0,PC-A,50000.0,田中 くみ子,2023-08-08 22:44:55,mnakamura@yahoo.com,M,29,1999/09/30,石川県
T0000000100,2024-06-13 05:43:29,My######,720000.0,6971.0,S004,4.0,PC-D,180000.0,田中 くみ子,2023-08-08 22:44:55,mnakamura@yahoo.com,M,29,1999/09/30,石川県
T0000000101,2024-11-17 02:49:09,pM######,0.0,,,0.0,,0.0,佐々木 七夏,2023-05-30 04:41:50,hiroshiishii@aoki.jp,M,68,1961/04/07,群馬県
T0000000102,2024-12-23 00:58:46,CK######,0.0,,,0.0,,0.0,田中 京助,2025-02-01 19:01:11,qmurakami@suzuki.jp,F,66,1953/12/14,鳥取県
T0000000103,2024-03-27 02:10:51,Cj######,0.0,,,0.0,,0.0,岡田 加奈,2024-07-13 11:53:08,maaya86@gmail.com,M,45,1982/07/26,栃木県
T0000000104,2025-01-11 13:07:21,fa######,360000.0,2939.0,S003,3.0,PC-C,120000.0,中島 裕樹,2022-06-02 18:28:24,kumikogoto@gmail.com,F,21,1968/12/19,茨城県
T0000000104,2025-01-11 13:07:21,fa######,480000.0,3693.0,S003,4.0,PC-C,120000.0,中島 裕樹,2022-06-02 18:28:24,kumikogoto@gmail.com,F,21,1968/12/19,茨城県
